,calendar,fomc_day,fomc_release,fomc_since_inv,fomc_until_inv,har_ma,numobs,sumabsret,sumautocov,sumbipow,sumpret2,sumret,sumret3,sumret4,sumvolume,vix,vix3m,vvix
2021-04-07,0.02845580878462156,0.011035235139285048,3.348731411221946e-07,0.011786194611287064,0.01738709631196036,0.31541358158747657,0.0035989764730980246,0.11744033558004695,0.036614201671151765,0.022764310690663047,0.01925446730377451,0.07226764452496075,0.013638911279611381,0.06347891872341953,0.027657216732795635,0.08731823176235819,0.12415299081343321,0.027735543136915414
2021-04-08,0.02898461233900488,0.011342895269737035,3.4356405863629553e-07,0.012038400052984781,0.01785382414576259,0.31017130743049637,0.003559280945636669,0.11507868522840058,0.03666544446069053,0.022539953641772678,0.020091264327302055,0.07198130406829782,0.01389504774773322,0.0658465484281592,0.02805108505809253,0.0873743101759989,0.1264199557579266,0.028105737357944804
2021-04-09,0.028748535028302907,0.011325457268560218,3.4175463531761155e-07,0.011973505913098424,0.017785868811350674,0.31411741558030143,0.003418805084105316,0.11532874424573825,0.036311051079061664,0.022325615724689413,0.020263561696831144,0.07251648045890062,0.01352550251143213,0.06620095182627282,0.027978049208110263,0.08549696095658388,0.12481945293844407,0.027863699913581313
2021-04-12,0.029011016199984804,0.011385843050339092,3.422977678830027e-07,0.012004417313428608,0.01784312492056263,0.3151239831151947,0.0033036700083602533,0.1158416741738771,0.03671675260447123,0.022500223390186418,0.020576960937646074,0.07167335866912554,0.012842635033882454,0.06765687970631915,0.02735548626905077,0.08423609389727006,0.12411886711040743,0.027808671302125897
2021-04-13,0.029041148577012253,0.011412094752661268,3.4204246740035966e-07,0.01201469106141951,0.017854987875697573,0.31771073345051526,0.003200674279498269,0.1169875762643621,0.03700735928314753,0.022569531579115537,0.020903436245732116,0.07035253325757108,0.012309711001847435,0.0685634131025589,0.027083170888641178,0.08224145224461943,0.12329508090066474,0.027452063192468346
2021-04-14,0.02935023644476297,0.011460266280932089,3.4252129002342755e-07,0.012053774239194204,0.017903137780627607,0.31805809849155053,0.003133545127171026,0.11739508953084891,0.036819075286228575,0.02282286827810341,0.02129979886132798,0.07010279700197451,0.012248205462678472,0.06899598756762854,0.027800616080680744,0.08055089454000129,0.12262180478615084,0.02738346171884839
2021-04-15,0.029161572252592253,0.01148359669495011,3.422567163113658e-07,0.012070124781906623,0.017913412388632782,0.32101591698533594,0.003049673523082771,0.118004683444169,0.03634565166106166,0.02265453424134991,0.021514329600683696,0.0697067379696325,0.012304433304894594,0.06929162430052566,0.02741510212290347,0.07920531808452615,0.12160852933569889,0.02725441705133753
2021-04-16,0.028664573990449596,0.011469693843334985,3.409930632462861e-07,0.012050698943262047,0.017869008936398863,0.32529942548849183,0.0029911601415754047,0.11943500679158668,0.03621996977918942,0.02259351427892259,0.021621725446309137,0.06814394631984616,0.012381380132202515,0.06934960691245473,0.026956919297367165,0.0776680779976785,0.12024815247830616,0.027036798229560784
2021-04-19,0.028628214597555646,0.011517549088823667,3.416736107694082e-07,0.012098521419954439,0.01792136932833925,0.32594185225282646,0.0029455083547770505,0.11947506237536268,0.03640977239692485,0.022781331349016606,0.021806361249619596,0.06824113669181961,0.012261627575887276,0.06970369303461656,0.02744222162754609,0.07624746444711891,0.11954645279378287,0.02703151974241783
2021-04-20,0.028960015698139413,0.011662185657711027,3.453043761264519e-07,0.012229284795846956,0.01807590410174095,0.3244186258851787,0.0028980103472965786,0.11888838127366896,0.036141341126274304,0.022675108589384596,0.02201484570930651,0.06863390854726477,0.012580522462866823,0.06975318281962713,0.02776955011168673,0.07584901228780158,0.12016703336353914,0.027282741918289482
2021-04-21,0.02902900180499079,0.01171176687417478,3.4610573794841857e-07,0.01225548034586085,0.018069479543495654,0.3244269438229891,0.002828295006461669,0.11902882611097693,0.03687785728148869,0.022437421342527304,0.022233205358841306,0.06852682782626088,0.012454844349634318,0.06981052434034594,0.02839566481589852,0.07472832709508383,0.11990427111020124,0.02728091686502999
2021-04-22,0.028947562315374,0.011707052354080026,3.4535107270739377e-07,0.012226127422580243,0.01796893530187527,0.3252529265811472,0.002692529354588589,0.11945177390624648,0.037074358672759954,0.022291581279480693,0.021782695355861012,0.070629264719695,0.012804359425267102,0.06828422173535183,0.02888129305361052,0.07392981410777738,0.11873230643817718,0.027342852625054967
2021-04-23,0.029048842298989956,0.011742368690707508,3.4584608723090005e-07,0.012233103038099038,0.017918100268189064,0.3259912948382707,0.002569487938983354,0.12010499696274256,0.03719547883243804,0.022167712133092682,0.021981296193363066,0.07092082670747243,0.012964202575079199,0.06854466919694203,0.028453465309389015,0.07276882320141571,0.11811107508612642,0.027283910882611895
2021-04-26,0.029038979022165838,0.01177665244849806,3.4633082411041517e-07,0.012238990793210837,0.017851015454125412,0.32507465651028095,0.002438771274845656,0.12109512354725935,0.037111083210443825,0.022402783649385267,0.02243213126613835,0.07125344520602922,0.013254915023742146,0.06942635516302507,0.02888388394094477,0.07114876861664104,0.11756561842034066,0.02700648012209944
2021-04-27,0.0291964835375877,0.01183778744690193,3.4755195827216626e-07,0.012265930114599893,0.0177292018781917,0.32484966029998674,0.0023267607648949453,0.12100753467894217,0.03780659242223156,0.02218098546634965,0.022649077861603722,0.0716916349619659,0.013374784163797558,0.07007915957398815,0.028970111594267947,0.06993732887444928,0.11718357214871017,0.02691304665957269
2021-04-28,0.030012627046255718,0.01221482210280162,3.549389385730793e-07,0.012597764248117498,0.01805697566613897,0.3239462254371309,0.0023121000887275584,0.11827598869103086,0.03765344286975599,0.021491579461521585,0.023287665446010953,0.06831539457229152,0.014078135231942752,0.07205940177932571,0.029685567017054867,0.0689333990655818,0.1198166163255595,0.027261940011813608
2021-04-29,0.030462349095789897,0.01262506608231897,3.629064372117437e-07,0.012787486614112466,0.018306101938756272,0.32227888236230867,0.0022408700623072464,0.11798226362540089,0.038101275635209535,0.02133991807287566,0.02385422853467393,0.06718212374517847,0.013341665196358262,0.07410587575753763,0.03020188976957926,0.06689268022617069,0.1210060507204069,0.027290909654578043
2021-04-30,0.033432999102267595,0.01314306706934677,3.7390912865637753e-07,0.013089288723955941,0.018688087344736103,0.317911728421965,0.002189623592216212,0.11710573098178502,0.038664111378059245,0.021113984580738425,0.023917887662158663,0.06675345780227972,0.013321966291085351,0.07408474649046083,0.031117051416289773,0.06489767987860898,0.12302196967428275,0.027546245680634938
2021-05-03,0.033518835784398036,0.013200830025472598,3.74881394418553e-07,0.013153910000264266,0.018676503119857222,0.31879011346922737,0.002095174263569722,0.11742946300215404,0.039737106722782745,0.021095926962617677,0.024081889882221083,0.06718005698959972,0.013329370102904045,0.075041784437024,0.030910656203197003,0.06208874017047857,0.12237535056432369,0.027293913418513945
2021-05-04,0.033530266371179084,0.01319273519454058,3.742020977173744e-07,0.013149110002289516,0.018583494399571535,0.32226452160646124,0.0020089672702311694,0.11730598209729788,0.04032315818997331,0.020881843266369333,0.023719636262771602,0.0681509717315,0.013455096007441726,0.07404365512551117,0.030435853086427288,0.06073575618152874,0.12088860535153614,0.02732997365327192
2021-05-05,0.033612254150763646,0.013223998886841452,3.7458039374583136e-07,0.013178165035125011,0.018553963722184444,0.32303163765508797,0.0019436907058486244,0.11697672631989012,0.039718067586929036,0.020953835533387727,0.023721662597656817,0.07034255530729717,0.013509246567566413,0.07368771968332156,0.030707984503477996,0.05962615544812551,0.1198300951091114,0.02738186660699123
2021-05-06,0.033911507522073794,0.013315884125499378,3.7675572921736116e-07,0.013296806036150506,0.01860894436194083,0.32319766465491184,0.0018896078707802723,0.11610809178903134,0.04035617389070366,0.020614003704265978,0.023590842575945615,0.07149501739815883,0.013930573328276958,0.07281673420925353,0.030373305270723724,0.05942733932701218,0.1193733069911012,0.02769382018844093
2021-05-07,0.03432368856158801,0.013457059265339516,3.8047522257065765e-07,0.013498436145154676,0.01875329749893852,0.3217071336881135,0.0018562253977707848,0.11532422093968951,0.04125560760649491,0.020303153284263985,0.023734791695195736,0.07169414453677912,0.01416916569049098,0.07298903257444046,0.030366510103352205,0.05905679082355709,0.119510232462664,0.028000129250944295
2021-05-10,0.03469511550701341,0.013563272872190266,3.841403890973904e-07,0.013715776874742758,0.018899592025473932,0.3200018891590296,0.001842652588850051,0.11473407341729697,0.040912012498326496,0.019970344336891706,0.02382505251129084,0.07386737379172986,0.013918056766161892,0.07266378537603434,0.03053535733275536,0.05884514176413887,0.11959654559578071,0.028413573441903758
2021-05-11,0.03449347049743828,0.013472569535140906,3.823679988844282e-07,0.01374134476810177,0.018779868054848787,0.3226289090230032,0.0018148514919657296,0.11549084836575346,0.04065632442025796,0.019797018456309757,0.023578587194138124,0.07531415704745066,0.013667647810223709,0.07111694087881483,0.029879508434404803,0.0590214489707856,0.11788969963587477,0.02865642304748892
2021-05-12,0.03408312622837679,0.013251505795548586,3.7714670422598984e-07,0.013588889954626338,0.018489264437674346,0.3256418774080861,0.0017794011662982763,0.11635571305673129,0.04022899638513678,0.019669783579984144,0.02341879209676172,0.07724390178363118,0.013420480191360924,0.06952548907847377,0.029790678962222823,0.059542322896479455,0.11511642462100881,0.02885297521089438
2021-05-13,0.03368115344244999,0.013018811746956653,3.714955126402734e-07,0.013352446512050422,0.018174056555241444,0.3305892010413373,0.0017561164712902805,0.11805169380072075,0.040659973720680635,0.019705177050389214,0.02326830640119115,0.07646221050805131,0.013064795692599222,0.06839099289632386,0.029146097759583146,0.05948642604706974,0.11256848823762715,0.02862368062092504
2021-05-14,0.0340602257129911,0.013105394009005138,3.747343801656347e-07,0.013393149817331813,0.018289762187946715,0.32737501294568117,0.0017876640329084958,0.11783234053098077,0.04121019983617414,0.019316573870328164,0.023458265542539092,0.07764802313835291,0.013317891557103861,0.06840916434063944,0.02943390861673179,0.05982732609133833,0.11279932537599131,0.028735397659575466
2021-05-17,0.03406723193113559,0.01315774739865774,3.7552712233034705e-07,0.013333346565828824,0.018336238899737234,0.3262656305611434,0.0017943592696563816,0.11861752220071252,0.04102937254134123,0.019410585015557997,0.02319365418610347,0.07872970641916562,0.013741737037314013,0.06767263767482364,0.0296347287849583,0.05977278932460867,0.11263238046883801,0.028609956193294848
2021-05-18,0.03397960039570738,0.013228299961059006,3.7706548342717094e-07,0.013316923404269442,0.018443966588323757,0.3251956048920428,0.0017847238170175907,0.11943801132817908,0.0409900985439025,0.019616189718762302,0.023164930734122027,0.07830619041285042,0.014319516649002556,0.067762707385006,0.029847542621364277,0.059442885759561304,0.1126590334127697,0.028503397310576432
2021-05-19,0.03389473563794845,0.013121678635391555,3.7362887663536946e-07,0.013146547077228652,0.0183066377789916,0.32915404114257973,0.0017370693858624658,0.12099808199321599,0.040222656802889584,0.01987913663715085,0.023053058857601935,0.07678554767040219,0.014698230176073418,0.06699740845782864,0.02970646098192911,0.05916209203196892,0.11076700311113692,0.028369239992923373
2021-05-20,0.03441728371118242,0.013092384001946622,3.7250397453575516e-07,0.013060930751380408,0.018281468201197137,0.32851162020087427,0.0017002531696900251,0.12216818799010493,0.04092533996708969,0.019950025184182388,0.022886618433962523,0.07762666785521326,0.014329687651745434,0.06661592763124319,0.029842721360295046,0.058622356089570206,0.10968781761001335,0.02828033768633465
2021-05-21,0.03469632658280365,0.013151790894753521,3.7406577683112074e-07,0.01306570417790663,0.018371556494686702,0.32728216524529824,0.0016796786191561697,0.1229480426836544,0.04166965841140413,0.020279003625411313,0.022630155870060863,0.07720880775765383,0.014832874534267348,0.06639288903261359,0.03008485126526079,0.057847501005344075,0.10950342006714177,0.028355199666806115
2021-05-24,0.03493869802835923,0.013247967482692405,3.7681398090151345e-07,0.013104878567899174,0.01851523790034281,0.32869910773308303,0.0016602165888653993,0.12368695346584378,0.04212225250176881,0.020402590713768088,0.022911791513290338,0.07326754724769198,0.014705148044108461,0.06784121691199521,0.030040811515749815,0.0568638063797006,0.10956631522494065,0.028425083365919264
2021-05-25,0.03471885696960396,0.013216405883712694,3.759480246872802e-07,0.01301945649913193,0.01847272977800762,0.3312085652329569,0.0015949321436247818,0.12479734512490884,0.041860468652775325,0.020670567933172627,0.022754053320283577,0.07219139511627679,0.015302082406579794,0.06801083259314908,0.029742672447262572,0.0557493945873559,0.10840998116734725,0.028279884195825628
2021-05-26,0.035704520417955285,0.013482369965522555,3.835428887873833e-07,0.013227165010874857,0.018843746629971094,0.32940423012125797,0.001601499842514312,0.12363482478434357,0.041324855354188436,0.020461685010259228,0.02305013727002266,0.07215365875304244,0.015616712889226805,0.06961107071854174,0.029252080583523108,0.054383664249907565,0.1098082162632326,0.028439178592726874
2021-05-27,0.03545858370587431,0.01373881293262743,3.907340280908878e-07,0.013420411630406212,0.01919425249797205,0.3271105344330656,0.00160883082438108,0.12302060655851824,0.04265488978833641,0.020471526753891682,0.02326919183717642,0.07227190620583246,0.015634984104833643,0.0704377125369618,0.029711273928253873,0.05252836840055782,0.11108531779295264,0.028382405334330247
2021-05-28,0.035893187811813214,0.013662018995769742,3.8825943926903867e-07,0.01328010234286985,0.019060302905054522,0.331289322796957,0.0015765873091480552,0.12353792443383399,0.04226790114089774,0.020458974298340253,0.023152084919853454,0.07173328503082722,0.015430030942575786,0.07067221004521446,0.029844294370294767,0.05084892553234686,0.10936952262513339,0.027922936239630342
2021-06-01,0.035852222933358706,0.01362412326755857,3.86882976450774e-07,0.013198015840813848,0.018991839125108892,0.3338139374564593,0.00157142846876921,0.12517340483579317,0.042085707650275854,0.020555446913010176,0.023338296695651198,0.06997922413510828,0.015472311521997297,0.07139597490231345,0.030166085417345796,0.049230124552550956,0.10770514264180028,0.027846326759108433
2021-06-02,0.03602284084242664,0.013702091919705353,3.888090967004659e-07,0.01323438011534584,0.019080935275660404,0.3353409067656963,0.0015483735901956144,0.12521961675473042,0.042072176615887344,0.020659217732105,0.02361004344978302,0.06927038867977114,0.015537053441509048,0.0728440944257707,0.029610576036761253,0.04729034917504817,0.10708534087052386,0.027871225499983398
2021-06-03,0.03780203511986687,0.014419672331643159,4.0878941293769446e-07,0.013889754755179704,0.02005263306248636,0.3279138022378119,0.0016100867836961572,0.12033778115493905,0.041161679815336194,0.019809534476378513,0.023717911382188386,0.07157454680816856,0.015626894240673445,0.07439570927243569,0.030481133884587,0.04673388943924595,0.11142107590536987,0.029051450540580236
2021-06-04,0.038249295223850885,0.014606674558919496,4.138298419330633e-07,0.014026792054924466,0.020283209175173095,0.3265200597645818,0.0016184089085438031,0.1202333211011793,0.04218351951300833,0.01979990767220173,0.023888054781434045,0.07068280978185106,0.015747324107048287,0.07533618795418315,0.03122649117446871,0.045042108393800864,0.1113814459070408,0.02917397609794822
2021-06-07,0.038503642149326896,0.014698376543096624,4.1627633219482557e-07,0.01408692025505749,0.020383734570550496,0.3268063275671726,0.0016373004774295563,0.12203197024751314,0.04253743479722571,0.019778489210308163,0.024553267641430274,0.0681971703620372,0.015429341827740186,0.07696176638692391,0.03165133890713576,0.04299875845319336,0.11046221374850992,0.0292815305790165
2021-06-08,0.03849190196720506,0.014755115006284767,4.1761178878276784e-07,0.014131584116721578,0.02043269560895215,0.33079178994124814,0.001659613930562477,0.12173676190139514,0.04185375981873879,0.018965619434658302,0.024991035801878253,0.06802019082621613,0.015409684019870747,0.07758221109710274,0.031035286218861053,0.0414844297993036,0.10915525724609511,0.029502645653117124
2021-06-09,0.038230723657586396,0.01462382431878402,4.138503020915671e-07,0.013953896793071659,0.020211871050609235,0.334664010481596,0.00166023584016474,0.12290401542940911,0.04113498940524157,0.018521607576191503,0.025292799833570707,0.06852805503578933,0.015369523412994442,0.07854782572956243,0.03045245329622713,0.039923054390580366,0.1065917449164366,0.029388954981882744
2021-06-10,0.0385305658463916,0.014711660821529969,4.161723477322815e-07,0.013994714237926155,0.02027809407370231,0.33603772399756426,0.001671186085726624,0.12268586074008897,0.04103500239188391,0.017792351091731433,0.025761903038030772,0.06902582894072248,0.015082535749031872,0.07889823651900213,0.030190718634670523,0.0390133903476886,0.10565110177970184,0.029638709532258774
2021-06-11,0.038618897543502374,0.014738179192769065,4.165446327552751e-07,0.013999767248679608,0.020237852918707763,0.33893767387497387,0.0016732175746956984,0.12299082463574738,0.04076113613227747,0.017069488143701888,0.02625733204995373,0.0686488253776843,0.014612991848156627,0.079643121699163,0.029466032828650655,0.03839115510710338,0.10420512497707228,0.029747962302528082
2021-06-14,0.038750850637556726,0.014794990622827039,4.177842647406755e-07,0.014032975542514639,0.02021445431134381,0.3395699715053794,0.001692396765483292,0.12261608326218489,0.04111360340640704,0.01641130435187495,0.026581351225294852,0.06992497154120694,0.014709855002345429,0.07992666942402125,0.029131541688503827,0.03766025550149042,0.10281185205697754,0.030056455370323375
2021-06-15,0.03892718321979437,0.01492087237455249,4.2088679396078875e-07,0.014135291457792718,0.020221669881075984,0.33983057860253435,0.001711373612466142,0.12176366038666055,0.040449108425471024,0.015929163558912003,0.027017727397787617,0.0706757972936458,0.014633729399394403,0.0807958676322754,0.029127168108106533,0.03754090504343358,0.10185992629288894,0.0304595564264143
2021-06-16,0.038838753633106106,0.014743413508529764,4.0920540959860016e-07,0.014080458234356132,0.020020609588450436,0.34206345944207844,0.0017486267730259574,0.12328219391521002,0.03981586057726403,0.0162114360408027,0.027081189187854116,0.06971128327330843,0.014743329917851836,0.08021932760275043,0.02997664787634723,0.03699283767800562,0.09997789148889465,0.030492272056754716
2021-06-17,0.03877944170453141,0.014903610771595216,4.1053493224086944e-07,0.014102766860982514,0.019961474296841156,0.3444449898798185,0.001756829832157223,0.12431652821668977,0.03909425169792593,0.01642542610511824,0.026942183140798534,0.07083828518134194,0.014351691916982491,0.07996435983623941,0.02906998149127269,0.03619480452652848,0.09840267961986347,0.030450284386380744
2021-06-18,0.038695662791176616,0.015023573161206496,4.106615886847831e-07,0.0140519757294036,0.01986404486633115,0.3475192141114438,0.0017621360263947563,0.12561635656923467,0.03835754633847378,0.016646729288006305,0.026705266243936317,0.07009007282919746,0.014308772028211684,0.07907810806543931,0.029071268882864574,0.03632185265788833,0.09640952744445869,0.03047748230474384
2021-06-21,0.039261820125762,0.01511615800989379,4.157725694203472e-07,0.013965120793884189,0.019577237775524045,0.34593006754079925,0.001786833811419532,0.1245332562232033,0.03889055621597868,0.016326735159628094,0.026594558690302174,0.07181485624267032,0.014503562005759528,0.07928175327373821,0.029920427534968513,0.036379009585343715,0.09541380011954032,0.030703831119015094
2021-06-22,0.03965492180605919,0.01513629906625334,4.188197124530876e-07,0.013805156782274775,0.019211803776041498,0.34661802587514984,0.001801765810631832,0.12475208577268021,0.039205406867525903,0.0165941826316831,0.026486755448888837,0.0723583211705818,0.014435736897382234,0.0797129617121346,0.029754618082121216,0.03582212163019414,0.094075695154659,0.030573722696026054
2021-06-23,0.039642204602848265,0.01511818311537886,4.2096959454330567e-07,0.013663659424765669,0.01883467205979192,0.3472833000066361,0.0018281171829601975,0.12639323695905058,0.03866728478563463,0.017049477804168787,0.026266543622414776,0.07262336228806626,0.01439509518490712,0.08051349617203389,0.02963579598355777,0.035202587112288526,0.0926345845963419,0.030247978129560132
2021-06-24,0.03975477165253857,0.015053035816808674,4.2199910241358535e-07,0.013533092952968373,0.01844572102305657,0.34914409101023297,0.0018433466711674149,0.1279232941112267,0.03883345619104834,0.017036612984601806,0.026133619512456192,0.07128494814260686,0.014169256857234736,0.08185480233707192,0.029664549532500584,0.03442789615083553,0.09091703400367367,0.029980049050868724
2021-06-25,0.03935949743828861,0.015033726253397953,4.2424334028110264e-07,0.013472780859889597,0.018149933286033718,0.35038462253390135,0.001860353861678763,0.12951277394814206,0.03891064104163442,0.01725651412297133,0.025859384915855113,0.07108929270899904,0.013688732690533136,0.08276867461027794,0.02913829825739715,0.03422860355530596,0.0893959877259546,0.02988975794639902
2021-06-28,0.039347138093620414,0.014945161211843678,4.2456975377594025e-07,0.013399040010643742,0.0178245142288859,0.35165980481276904,0.0018649300925120146,0.13131674184663827,0.03916047086234191,0.017291612289320916,0.025634566404700736,0.0713033831296571,0.013478439556665793,0.08353164806757328,0.02888789574941848,0.03331947090058987,0.08753107405034158,0.02950368412272348
2021-06-29,0.03958463066822344,0.014941831124157841,4.2724626437293793e-07,0.01343012774096469,0.017648165079763346,0.35170384224102846,0.0018836805828853428,0.13224531796928649,0.03898538844734609,0.017476598159441623,0.02530167365799455,0.07101254476263213,0.013353097292233265,0.08429014512727989,0.029784103446658345,0.032846274222939925,0.08613695412238424,0.02937519810851595
2021-06-30,0.03712896450006228,0.015010471474924025,4.316144163632669e-07,0.013550577329088192,0.01759113124237093,0.3512178234700208,0.0019206448743486128,0.1332311634303824,0.039110018850024186,0.01784907302103068,0.024833897234068442,0.07216463923266193,0.013509332365328575,0.08470698886357682,0.03073053519602025,0.03288275746648323,0.08513690450350637,0.029424645331685664
2021-07-01,0.037465759946948514,0.015113387862242656,4.368054592775317e-07,0.013730525056447198,0.017637591231474316,0.34852885195068545,0.001959332670119274,0.1334363101316044,0.03921208291271806,0.018057168435945476,0.02447967759689069,0.07365607873568142,0.013617078269504293,0.08497453239836947,0.03076826337971368,0.033491973075262624,0.08433229026072984,0.029538659280203428
2021-07-02,0.03777755080336929,0.015161335676313961,4.4036049683925116e-07,0.013811541011925249,0.017781021372042294,0.34602497473350335,0.0019896665980642355,0.13409828993457507,0.03959203921452528,0.018436601929002254,0.024030672369682995,0.07555393399245305,0.0136665014091467,0.0851395356723615,0.03015808266037339,0.03386733464850398,0.08348494535645115,0.029425532257209532
2021-07-06,0.037645558650371405,0.0152433232932024,4.4299512423297035e-07,0.013830605668650332,0.0178621005697731,0.34326278506233693,0.002015448101192295,0.13419693933180946,0.040057831137699,0.0187049484017762,0.023634671891707836,0.07813986107136782,0.013712991003554387,0.08524498692970818,0.03069007927367473,0.03394683852396425,0.0824689523248594,0.029341635769228
2021-07-07,0.037486823846341014,0.015405515769349721,4.4801435347554665e-07,0.013904143211154333,0.018021392240117277,0.34101630315307824,0.001995708145312168,0.13378649201772244,0.03987627391239227,0.01881139686005536,0.02341126109234162,0.08010828177211225,0.013686352183912261,0.08579060239747557,0.031154916148578054,0.03430879047438098,0.08176002238979732,0.029475276371525704
2021-07-08,0.037132472972620435,0.015391399497433995,4.4777070157237976e-07,0.013792419896955996,0.017951920778112952,0.33974840306353526,0.0019583063704157436,0.13514557009284475,0.03988719570756294,0.019481786244829713,0.023412501942583486,0.08226402544496685,0.01384962857666189,0.08457599677302156,0.03171713641261411,0.03432870443374544,0.08009181235337821,0.02927027166801507
2021-07-09,0.0373229330676526,0.015607963127859678,4.5430740181681943e-07,0.013872227283310131,0.01813236482180368,0.3373167609054266,0.0019590729997518972,0.1353711829149042,0.040312495259754506,0.019797168358613983,0.02312678443884204,0.08250427008099306,0.014155874965503986,0.08490452701283262,0.03204258391431252,0.034617325381361266,0.07971338991700347,0.029242621242672018
2021-07-12,0.03716148949688374,0.015746916630895728,4.585751524105897e-07,0.013861838796573248,0.018198437740523276,0.3358920177306058,0.0019567573918421884,0.1360262401706257,0.03997832380158467,0.020212359209104604,0.022799334573729086,0.0837416762384848,0.014348884635134052,0.08487980016208678,0.0321953373816027,0.03497785605574859,0.0789700284329704,0.02905224297645229
2021-07-13,0.037015989853526485,0.015869970438399255,4.6238823998522565e-07,0.013823759856310876,0.018225246144657852,0.33435366590492516,0.0019489035671047673,0.1360971017169941,0.039342777374700065,0.02068832115623095,0.022646083979141,0.08503619752269057,0.014454872142600798,0.08496328539772859,0.03341541527900826,0.03501169373035948,0.07811703888661545,0.028989214660766437
2021-07-14,0.03648834217817051,0.01594221513374188,4.647440173520748e-07,0.013725479227754038,0.018166906106186313,0.33626428067328823,0.0019399693029143181,0.13637763162948183,0.03893398246763753,0.020595332387786793,0.022385126842374103,0.08513656480646366,0.0147771824383144,0.08542668522548881,0.03286553995031209,0.03513641145264498,0.0770944478356424,0.02874343759778068
2021-07-15,0.036346540056398625,0.016068308923295253,4.686797769357391e-07,0.013657499202211609,0.018138798131144374,0.33481372714866625,0.0019420805085656496,0.13654674085803895,0.038821017224186224,0.021084480725642136,0.022163367641737552,0.08586124691266621,0.014972706975573461,0.08518471320687276,0.034275346807957144,0.035192023931074796,0.07630819094242958,0.02862274212376261
2021-07-16,0.03637641943365673,0.01613922768099624,4.710081986351777e-07,0.013527121838384858,0.018013896905799125,0.33266114438815436,0.0019452277694801368,0.1362762309946456,0.03857999770338436,0.021490683576074972,0.02198221016947503,0.08883862019426657,0.015063816852859117,0.08468162532549009,0.03575906293626662,0.03501794965020581,0.07527425510713302,0.028372038465528767
2021-07-19,0.035492107573188963,0.015695099097571545,4.5833608301915093e-07,0.012961311517768661,0.017296653665164738,0.3380506666468766,0.0018943541280727505,0.13951188703094006,0.03737133930267595,0.02194345728253068,0.02190381024020609,0.09028650284333259,0.014856665724397533,0.08156162324591615,0.037227192604499075,0.034491884927874986,0.0719109677212006,0.02754401811169989
2021-07-20,0.035388046695999924,0.015612479732686526,4.559137723580226e-07,0.01270415198992725,0.016966402889316275,0.341585124953269,0.0018879483292718478,0.14066248002130843,0.037066176960283845,0.02171983476822475,0.021434438603044247,0.09003689053093938,0.014551947076845644,0.08060573454428381,0.038473511767329605,0.03393539627985794,0.07036337890878754,0.0270056000348517
2021-07-21,0.035513205846572644,0.015776191693995814,4.606780962691096e-07,0.012649437323151404,0.016858212766483666,0.34024845198062875,0.0018775952112692327,0.1406475655498232,0.03729647132707457,0.022363120891422783,0.021390464629273125,0.09142302343966291,0.014694966087090713,0.08031319857885309,0.03805603453837493,0.034233549511828554,0.06976202305194204,0.026896026894456297
2021-07-22,0.036103223743127674,0.016010775633610263,4.6758705769924395e-07,0.012638305881655718,0.01675922860940234,0.3379833753560443,0.0018629315516441379,0.14104127201409902,0.03813191002715767,0.022921171317573697,0.02215385443493612,0.08993400086950233,0.014412033929836011,0.08216707100814205,0.037622576765905365,0.03405645563394325,0.0695368879196254,0.026664457716737016
2021-07-23,0.03565659422118372,0.016129844739776012,4.710920323208698e-07,0.012533997787889965,0.01645125470790118,0.3373080271334073,0.0018308471327550802,0.14138880269085494,0.038461281457713416,0.02330290956460506,0.021852073483622416,0.09099006631625585,0.014520786084490039,0.08208245562057423,0.03799611075318298,0.034410494775647976,0.06865293457834358,0.026431047859763995
2021-07-26,0.035612822529124774,0.016119435453637698,4.7081373123483734e-07,0.012321738568787372,0.01589732247947605,0.3405436555546329,0.0017836980957309028,0.14144924845727502,0.03817264390564794,0.0235622310460515,0.021428371489370976,0.09188097497959978,0.014039781864853426,0.08132096690880332,0.038447682826485224,0.034105189262921755,0.06723740510385623,0.02607636066001375
2021-07-27,0.03564766914842406,0.016169226008801402,4.723369369583066e-07,0.012149757053146814,0.015232581950374753,0.34315381325072475,0.0017272875204928885,0.14198274776984837,0.03771973665934584,0.023792664920565712,0.021124476272876225,0.0918398759550669,0.01387021000960443,0.08053188350133204,0.03885368506170393,0.03416664934030694,0.06605033169084015,0.025986931549607836
2021-07-28,0.035878228196392435,0.015779108663648934,4.6272258886006526e-07,0.012024759893679508,0.014502411930460283,0.34303323305074235,0.0016817652293785875,0.14398266454482123,0.03771099164571795,0.024278624885415476,0.021084383643579615,0.09282511840022649,0.013472799989406207,0.08035809490846377,0.03871944733680602,0.03418989810563072,0.06483331429840666,0.025644692554634863
2021-07-29,0.03579785924530351,0.015303462638336675,4.595028629175081e-07,0.010781373270074121,0.014260986561638319,0.34594635842308513,0.001637357301210849,0.14652532629048548,0.03696141560755044,0.025041416777869082,0.02131640059136796,0.09145002479899797,0.01350401721160636,0.07989149173894608,0.03871736797190379,0.03404579208204588,0.0634976547005634,0.025321235286151923
