,calendar,fomc_day,fomc_release,fomc_since_inv,fomc_until_inv,har_ma,numobs,sumabsret,sumautocov,sumbipow,sumpret2,sumret,sumret3,sumret4,sumvolume,vix,vix3m,vvix
2021-11-12,0.026979799157517602,0.01518417098993826,5.166176325725436e-07,0.007912817520723788,0.007244986068021536,0.3435660708561953,0.001175971621868836,0.17562367036507062,0.035349784497653004,0.03494411832080603,0.026481696893225107,0.09599657474123362,0.014826625812905808,0.07783324925969522,0.06690970668521828,0.01965458853006152,0.03532298849693636,0.014992663565296474
2021-11-15,0.026746854728170042,0.015175612915739696,5.182143019331932e-07,0.007950115281219897,0.007278203422116497,0.3437783736606092,0.0011780902853624584,0.17590799750569028,0.03602002805237466,0.034892782924443345,0.02652807816386214,0.09636196364753895,0.014686498436333205,0.07795605067590251,0.06726489460848174,0.01911102412732719,0.03444399550576334,0.01471891784476288
2021-11-16,0.026549489145832415,0.015295310554080127,5.242473227376746e-07,0.008031149164845187,0.007357155303254021,0.34188508482102725,0.001190404884495527,0.17683592316129493,0.03644383164854605,0.035110655246527886,0.0266256563628187,0.09682126106322203,0.014521457475639083,0.07892127464373971,0.06816947014903264,0.018029023958673115,0.03386213710609393,0.014350191063554705
2021-11-17,0.02634788061329393,0.015300342503146587,5.263476434900453e-07,0.008036932080048902,0.007364259364666452,0.34359037790636787,0.001190029390869456,0.17733257741535718,0.03602474326503521,0.035144528404671214,0.026669663392173772,0.09640745421720419,0.014562129827897102,0.07948869023677169,0.06831798337365792,0.0173396846410516,0.032877505606635514,0.014004691413507927
2021-11-18,0.02650823834595648,0.015284626614732254,5.27639940611932e-07,0.008019887551557248,0.007349123612412406,0.3445257611144307,0.001187691859390983,0.1775527337253162,0.036231526907783675,0.0350923362487194,0.026766093524957343,0.09653137392213534,0.014238368596979292,0.07982665360089174,0.06853491529236376,0.01682818981027316,0.031805984722705835,0.013715966909453502
2021-11-19,0.026813350892038325,0.015363223961547146,5.320803904989064e-07,0.008040778752604678,0.007373249954071656,0.3438685046248325,0.0011935022252108167,0.1769938334954685,0.03624228215350088,0.03504281453442983,0.026834006309475692,0.09745750913651618,0.014545989957398692,0.07974469451696106,0.06924491217714027,0.016645383181184158,0.030964938670466072,0.013630493376763024
2021-11-22,0.026971383486921473,0.015424563451368778,5.344416321175833e-07,0.008007755308143938,0.0073779482615928885,0.3441526603675117,0.0011970627700995829,0.17677250302883477,0.036389433803948136,0.035075102104487325,0.026874334649977405,0.09783510480070917,0.014196899653425826,0.0796699020509749,0.07008472886477389,0.01641288800652432,0.030050717480876517,0.013506477468197256
2021-11-23,0.026743898798751987,0.01539236845217235,5.334288861234288e-07,0.007912529316336134,0.007322487186818113,0.3455501317293341,0.001176934370424176,0.17752227313796434,0.03584803952187315,0.03551295573256078,0.027094136129806483,0.09741706744832897,0.01421278055194638,0.07856354024902999,0.0709899043646518,0.01638091107004607,0.028942648261174212,0.013416860249894857
2021-11-24,0.026787478212090675,0.015421422960553184,5.346270196845204e-07,0.007828633032231892,0.0072863415822879245,0.34603271655784407,0.0011584321912830303,0.17736329784436794,0.036230431337789054,0.03547029260850438,0.027198141305335148,0.09752826420622004,0.014373672972628364,0.07799862119764257,0.0716192047288951,0.016337710289561887,0.027951939510750586,0.013412864834994622
2021-11-29,0.026384185269580262,0.015513797154017423,5.380342795891851e-07,0.007763163763179944,0.0072724307376880485,0.34573845784776003,0.001147205477224871,0.17728572473716786,0.036046966105306257,0.03547723994829712,0.027206603476240435,0.09844557727817589,0.014546873241354586,0.07739338543170905,0.07264772021627292,0.016396758044295648,0.027112726237945143,0.013620646999504937
2021-11-30,0.026457726312027925,0.01539046237898118,5.339905905642307e-07,0.007566773510508058,0.007130760781327399,0.34664528150556445,0.0011061818222990168,0.17783529791251562,0.03556173432923017,0.03545919614272535,0.026750223327187177,0.09951734481293259,0.014344008120952895,0.0762992780874038,0.0736469419283701,0.016550979742605366,0.02617071403648063,0.013566561258297602
2021-12-01,0.025953527752651865,0.015066297106485311,5.229703768508004e-07,0.00727393565690547,0.006883983512955024,0.3469956852035708,0.0010841367285545768,0.17834797216248835,0.03520068642732301,0.03589712622230993,0.026176989955606998,0.10390726711571066,0.014145593933209818,0.0737115692717982,0.07457386183946475,0.016543381213009776,0.02492932879114092,0.013308134136437708
2021-12-02,0.02565821568493408,0.014901858971737824,5.175112982276399e-07,0.007056704757790162,0.006697114587526671,0.34939583249704026,0.0010707157965925346,0.17969296175633387,0.03517265970027032,0.03573803677413539,0.025857219761416316,0.10277676548988975,0.014152921295898346,0.07302845005225227,0.07494494825989796,0.01664249992076014,0.02394658526175127,0.013265991920474573
2021-12-03,0.024926051559034875,0.014759110212787972,5.128542960774192e-07,0.006855254654405309,0.006507663870270835,0.35035097897045303,0.0010608879528922416,0.18098335066013846,0.03604205646777149,0.03602558559019975,0.02612933266554047,0.10142234972368386,0.013914516813319275,0.07176563827917404,0.07586222899552512,0.016972347198383555,0.022967923742532488,0.01345420978959129
2021-12-06,0.024825158200303125,0.01481843716574328,5.152312148010248e-07,0.0067502609475049696,0.006390273921077571,0.34891096080909595,0.0010540031005871924,0.18086161029709752,0.03581972767346924,0.03635171632328976,0.02612459946739695,0.10221240108904567,0.013962550462246936,0.07157216825145063,0.07692902275835746,0.01742304045671463,0.022437372292485953,0.013556181552918272
2021-12-07,0.02477305404810616,0.014886539058105186,5.179380773714004e-07,0.006645488381790127,0.006254745774027289,0.34680734974743593,0.0010462469073739202,0.18110557340999894,0.0359982957757888,0.03719958218594536,0.026468275089033124,0.1028772504363507,0.014075938697751002,0.07126634920420472,0.07761944378146877,0.01757163931245237,0.022010097013531685,0.013393613238558635
2021-12-08,0.024558009106323348,0.014966192917409448,5.209367574341841e-07,0.006550433319555147,0.006098123943686559,0.3448547809737459,0.001027567699964814,0.18172601853560966,0.03621687397600365,0.03809911439901006,0.026713076290112853,0.10379540285974771,0.01408066344913012,0.07075899739739805,0.07843631688632419,0.017469592914153138,0.021647908343747347,0.013000406051320598
2021-12-09,0.02445979463233081,0.015038646435157711,5.236910986654386e-07,0.006452137185593336,0.0059044694402139815,0.34340973892273535,0.0010237776362776651,0.18172480507120792,0.03634919022276086,0.03848925483232298,0.026720298141357433,0.10534058259360561,0.01431784702696603,0.07034923471515056,0.07891688049375198,0.017519636175291266,0.021203987267744837,0.012779195516433133
2021-12-10,0.0243217009640736,0.015121486722830875,5.269517849936168e-07,0.006344701260444523,0.005669775678875952,0.3417628922331884,0.00102103259738179,0.1823483055158981,0.03604705791264663,0.03926846652440067,0.02675400922746209,0.10642462416733005,0.014427250502678866,0.06952051995361,0.08027031895092872,0.01737685480144373,0.02080687776754426,0.012513598267476752
2021-12-13,0.02417817079516853,0.015212278493848111,5.304796843547478e-07,0.006244016714837177,0.005361533352508965,0.3410758121935935,0.001010271397024526,0.18329973562997995,0.03565379667759465,0.03997510818586138,0.02691403949097751,0.10639852615393222,0.014561440644811583,0.06873299460787766,0.08111589346598537,0.017526118396078212,0.020504450455825142,0.012235282864411248
2021-12-14,0.023996400956533766,0.015250967835351414,5.322419660016846e-07,0.006117804670904502,0.0049257723601328195,0.3399196051263211,0.0010025024470504487,0.18394035503761802,0.035922726918755137,0.04032543564779352,0.02668524128368273,0.10831741295619127,0.014628245650147054,0.06792792367323967,0.08140901069850302,0.017513970617589657,0.020148921630935266,0.011967170247284557
2021-12-15,0.023617575351768862,0.015126344848088396,5.343712849537777e-07,0.0060280311522140665,0.004462172636025791,0.33812747547828087,0.0009747810517344173,0.18344467953233917,0.037256837553570434,0.04038183672679399,0.027068739741716134,0.11101040985222498,0.0147666886170899,0.0677871260624227,0.08109786758802576,0.017394683940953733,0.01977010873608011,0.011684106759385835
2021-12-16,0.02340442405149587,0.014769145590461934,5.327636468395219e-07,0.005259522525021493,0.004329844731883648,0.3384632584601173,0.0009694146739385698,0.1839358341233247,0.03757354847641531,0.04064162686440269,0.027505364750344655,0.11005320660762234,0.015016218964057047,0.06772878328013503,0.0822648521647966,0.01723286623513832,0.019363237384270864,0.011488318352926546
2021-12-17,0.0230227308465305,0.014508094319475456,5.340907277127162e-07,0.0049598918669905775,0.0040751292601546255,0.3367695748016751,0.0009678044682786303,0.1839397738949866,0.03866822882285139,0.04064485053542258,0.027652281789870566,0.11125796814580809,0.015128272228859587,0.0681672825433541,0.08323439138387806,0.01659792927180202,0.019098952300155982,0.011306309429178363
2021-12-20,0.0230124993830529,0.014501166452905296,5.334746169956711e-07,0.00501617787021819,0.004046320636814421,0.33703885795498184,0.0009652895992203025,0.18410577691146685,0.038438247354702894,0.04072034566268889,0.02764663466810259,0.11080825418516449,0.015326987918602644,0.06788134489881407,0.08317686723010952,0.016704470155052147,0.01910876100489958,0.011501464638586444
2021-12-21,0.022969570431767238,0.01448237185707139,5.323922029561411e-07,0.005063029428510335,0.004017302521636839,0.33747032949058897,0.000964257162164964,0.18522771874281124,0.0388486818063958,0.04096763688706859,0.027763769106892988,0.1089701229644303,0.015681836151251287,0.06724954487851113,0.08289277530017217,0.016688536197825784,0.019115760316672708,0.01162622436402514
2021-12-22,0.022937064595294303,0.014459307940449858,5.311415678948559e-07,0.0051053946168360224,0.003989764922452053,0.3382441492191286,0.0009527610797618264,0.18561667875579999,0.038874512283763825,0.04100512240353212,0.027979780435688748,0.10781771232924715,0.015581807417348803,0.06638216328440467,0.0835745570392709,0.016612831739734612,0.01911969176672619,0.01174616902899246
2021-12-23,0.022777924687761377,0.014358307848984763,5.269807285539414e-07,0.0051112248244497595,0.00394060514547922,0.33909121723724217,0.0009386275155283644,0.18606227190612673,0.038342129337221094,0.04104964303107102,0.028035428201772232,0.10744181550540062,0.015784785940569538,0.06538320185863719,0.08446037150344349,0.016494158940162373,0.01901521404534198,0.011712545490079426
2021-12-27,0.02249913337026898,0.014283449975188794,5.237566294399998e-07,0.005116812498483578,0.0039013876785622533,0.33986059977053557,0.0009388560364795189,0.1862466610936236,0.038153284985048344,0.041053947865047534,0.02805456761393416,0.10695935876355712,0.015855325330795804,0.06453106135537723,0.0856211027488299,0.01635867412347666,0.018920196840561763,0.011645056193599726
2021-12-28,0.022374394751522492,0.014236178461668024,5.215846546044258e-07,0.0051241140035301475,0.003871620642942168,0.3407614173342775,0.0009456229867299671,0.18660812650933423,0.03796800956710347,0.0410090859392116,0.028078187542584534,0.10545116803610832,0.01583877881955475,0.06382510775861448,0.08708173284518039,0.0163261909428766,0.018871738000530477,0.011628004273576307
2021-12-29,0.022136204124091896,0.014160036107121044,5.184234453175413e-07,0.005117870294472158,0.0038392502233322223,0.34135646081925963,0.0009475249016774056,0.18696316810172342,0.03753957400315175,0.04101118983101541,0.02810100761567006,0.1052769290444236,0.015960472078536243,0.06302810950161501,0.08790728846486605,0.016293166409486533,0.018797076218410515,0.011564153837701893
2021-12-30,0.02155232506841958,0.014100877836847298,5.159217359411399e-07,0.00511602748501825,0.0038151194627324895,0.34198658229098594,0.000949373300694696,0.18714285479429632,0.037391473009449804,0.04088978015522654,0.028158072781772202,0.1048886672157937,0.015938696127390146,0.06241107669552179,0.08909023413380478,0.016292236239559586,0.01874379646444286,0.011532291016308144
2021-12-31,0.022259989630975703,0.014062378583884934,5.141724199535714e-07,0.005120966958016885,0.003800122936446199,0.3420983062243805,0.0009548907066291491,0.18706518421256002,0.03744511199271511,0.040593761417608336,0.028049702287968138,0.10380904460626293,0.016097345584427943,0.061928166495807714,0.09025278742665016,0.016230409036484452,0.018705117258832983,0.011526200467928975
2022-01-03,0.022055779832560452,0.014037538925538863,5.129780339510239e-07,0.005131257131671012,0.003796498903021844,0.3425568063743707,0.0009726831696258318,0.1869748984782645,0.0373826027930115,0.04039831817579371,0.028041825283903265,0.10374975635434333,0.016363020601766844,0.06133097701937938,0.09084683397694761,0.016153853012232034,0.01868005061396977,0.01152678637556527
2022-01-04,0.022114270309876224,0.014044358005299531,5.131977014487798e-07,0.005157413464555801,0.003797668175230745,0.3432290120820747,0.0009913872403460714,0.18720896407129753,0.03763562007557802,0.0402746798092384,0.028049672695158102,0.10277597810179755,0.01644863659424136,0.06095838926433843,0.09082494899527453,0.016286138645692852,0.018724679139441487,0.01147767013285727
2022-01-05,0.022032833196238426,0.013951801481605599,5.096210879470775e-07,0.005136823274790463,0.003770538003722484,0.34276785187733083,0.0010037382530259807,0.186453380618195,0.03776008312998294,0.04077108509940902,0.02818619753433754,0.10399174687717794,0.01644297300702068,0.06027300596741394,0.09130672136172227,0.01622738013077261,0.018617517798042865,0.011305812768123522
2022-01-06,0.022282607482167142,0.014069150283600692,5.136994427167335e-07,0.005183666874244347,0.003799891190226724,0.34252975386887663,0.0010324739401409765,0.18608234736349064,0.03773339137467441,0.04083010566814587,0.028038355704236042,0.10396855170255238,0.01649778023897104,0.06025586695434469,0.09132761315541542,0.016256286278268653,0.018786758346283815,0.011324885874917739
2022-01-07,0.02222516820603616,0.014093748105872808,5.143553296069787e-07,0.0051974513431900455,0.0038047842548573204,0.3431628712582134,0.001055654039478839,0.18602417943888763,0.037907431704433885,0.04082351029867959,0.02806791101657921,0.10368346705378259,0.016486975245518676,0.05974556199749737,0.09125756577778785,0.016287139110598547,0.01880474769766362,0.011371319095592858
2022-01-10,0.022034238243591187,0.013994928266407228,5.105330646645983e-07,0.005170705566880034,0.003775226529096214,0.34416461178925756,0.0010717697089301442,0.18606085606231915,0.03787711495920267,0.041043247119791154,0.028248247343014763,0.10358075719853492,0.016384989625989946,0.058721474024082704,0.09160303547133208,0.016263768406971205,0.018657214946828416,0.011347304204705814
2022-01-11,0.022076702050290966,0.014044187516411963,5.12125036985332e-07,0.005203130658009213,0.0037846621120531374,0.3443838067452969,0.0010955969684608151,0.1861358575593395,0.038485078623938754,0.04099317231566457,0.028145498969549022,0.10306493568548798,0.01653398881405066,0.05813935012227548,0.09155318074757511,0.016307915324187256,0.01873971385768891,0.011312709804682746
2022-01-12,0.022058972597648982,0.014045547727637879,5.119593046015839e-07,0.005222610011804129,0.0037811081167088605,0.3442763948572616,0.0010912707516010135,0.1863175575576098,0.038754417364879064,0.04090783496934701,0.028130847938665087,0.1035440135553279,0.01655129250840286,0.05748880516281239,0.09151616882785174,0.016319579981583256,0.018741944434304752,0.011251121677249037
2022-01-13,0.02202055209861025,0.01404505820882643,5.117276973381532e-07,0.005245771444992229,0.0037783655738968663,0.34427820898494765,0.0010880768896323818,0.1863805955059023,0.03911923510170592,0.04106790689202555,0.028067265722869904,0.10341450889824626,0.016528201606422786,0.057084674549195,0.09163911406331514,0.016329259834158165,0.018716323614191756,0.011196369283364179
2022-01-14,0.022018562289226787,0.014025137462400647,5.108025418133144e-07,0.005264877629108258,0.0037684187776153007,0.3449118701842112,0.0010803310208564868,0.18659667601638175,0.03960505368948308,0.041034331382978906,0.028196414989796127,0.10298502201929437,0.01651774075847109,0.05635291330317394,0.09143714801365449,0.016395739447873207,0.01865947583810795,0.011149776374824574
2022-01-18,0.022375225085527483,0.014199510237329785,5.170469377446077e-07,0.005365092659181136,0.003807263088658309,0.34372363856012034,0.0010874503888835818,0.18596592593379435,0.0404512615493007,0.041221112010892576,0.028028699565543536,0.1021983965956899,0.016760037388093552,0.05680347093105611,0.09168923068835358,0.016353807689013348,0.018865175329313776,0.011104185252310085
2022-01-19,0.022452451223915527,0.014120792638316145,5.141528569885263e-07,0.0053743493965449545,0.0037747032005712453,0.3431148479256528,0.0010794152418893519,0.18569141492623284,0.0409681953643067,0.0413939963879072,0.028091244652973524,0.10382962121376833,0.01687303322508506,0.05638319021444931,0.09085305390271226,0.016298306198979918,0.018672442003125168,0.01102842813071243
2022-01-20,0.02237724364846411,0.013950691693888139,5.0790375091869e-07,0.005352614936158003,0.00372182112226871,0.3439480104367589,0.0010719795952481273,0.18520194420622227,0.040121535493210986,0.04071859922231952,0.02760183356622605,0.10639226589634466,0.01708245576963772,0.05552337286949719,0.09130433440301924,0.016303606432417145,0.0183567821835168,0.010970400621051403
2022-01-21,0.02200855586603789,0.01370754535704966,4.990245528601538e-07,0.005307287424036375,0.0036535224125296456,0.3465010217582033,0.0010645945956307542,0.1853401565279224,0.038974060224810564,0.040387217420688,0.02747739203975116,0.1067517671376481,0.017128257896332127,0.05481535643692766,0.09138040536309222,0.016469280416309365,0.0179292667497569,0.011103813348721066
2022-01-24,0.021109632032194427,0.013291467554722715,4.838283556836242e-07,0.005193539996161927,0.003514089453312253,0.35108461299333593,0.0010467410406328128,0.18727533550477835,0.03851583034319651,0.040696320294261845,0.02793211340084343,0.10433713531650522,0.01671405659713903,0.05342854771654411,0.09071027612899293,0.01655672509429304,0.017275049521592267,0.011318043183137581
2022-01-25,0.020777988038320403,0.013159662268559089,4.789848142679799e-07,0.005191213710380041,0.003440317087343279,0.35327239987492176,0.0010499696789932512,0.18781599452788741,0.03858051452359765,0.04025836392125813,0.027740269495649447,0.10243288401881073,0.016604481420926145,0.05358555483221235,0.09055445422640719,0.016902448545583638,0.01705146741728353,0.011581537427051558
2022-01-26,0.02010721626489804,0.014022357805033945,5.268968531306917e-07,0.005102544798914534,0.003325528194793984,0.3538797918131544,0.001033171743631651,0.18897642098921202,0.038344775594617575,0.04087556664298262,0.027994281513494732,0.10308698808464137,0.01638656979082615,0.05243999979366982,0.08957368105268881,0.016781708277947074,0.01657633479975349,0.011492535942886597
2022-01-27,0.019862664285195664,0.012926020550482448,4.6227092530108076e-07,0.005146128989035897,0.003282004381401399,0.35513556756762954,0.001025594434673825,0.18940782054393437,0.03813038343544921,0.040633632153983884,0.02785903601174077,0.10227582419536961,0.016837686954455595,0.053062495049385656,0.08924998328739171,0.017103796992052993,0.016394020183236088,0.011666878713655933
2022-01-28,0.01995920786944647,0.01287248183253428,4.5978503097402795e-07,0.005234163685664913,0.0032492581755542904,0.3555356408219981,0.0010203738604895524,0.18876544093661543,0.03821186169951991,0.03999383343854396,0.027515171776551953,0.10216079343582304,0.016864868038078015,0.05395078416855098,0.0892384941792166,0.01738010903893809,0.016289881159974155,0.01175717609746921
2022-01-31,0.019760671894369204,0.012668948178733291,4.6086719202528865e-07,0.005299937727482946,0.003222060823484007,0.35524350922013864,0.001017985141698872,0.1883632545540588,0.03792017266039572,0.04027166623915035,0.027825302405949198,0.10167534096374159,0.017191013205405826,0.0547083291543491,0.08918802531540065,0.01755391901095245,0.016289616643275086,0.01179978599422231
2022-02-01,0.019702579640275355,0.012656637887157601,4.6037584986045813e-07,0.0053320234631228135,0.003172840521684307,0.3548436774131437,0.001016675985688223,0.1879600284087619,0.038198156546975934,0.04048208313858175,0.027889970366739993,0.10095394263290146,0.017655300607025883,0.05526897094421539,0.08925395588958254,0.017543233247672124,0.016314711150128735,0.011754751780492411
2022-02-02,0.019570575801972342,0.012645408570678014,4.598652611632023e-07,0.005359504894613456,0.003120995095011395,0.35488218509996167,0.0010136865879406551,0.18791341174508958,0.038315370092474946,0.040720000421285124,0.02814501243227496,0.10009090486337362,0.01774124971289336,0.05543906322744025,0.08939281593951899,0.017540930013966994,0.016325441580547717,0.011782984055695785
2022-02-03,0.019398499704878048,0.012648604958256789,4.5984695061848364e-07,0.005395148044477694,0.003074624681128719,0.3544932885582194,0.0010096669187542506,0.1875481009395899,0.03847732803838783,0.04088934090835746,0.028331165923358055,0.10038126125132367,0.017864229088200366,0.055674035551758067,0.08906461119492798,0.017647293364301292,0.016328917893910833,0.01177342313321902
2022-02-04,0.019555781292507228,0.012702708141306982,4.616290746059534e-07,0.005450826389036928,0.0030421520017467566,0.35341144094464216,0.0010084420816037166,0.18689552683174232,0.038586591434217526,0.04109101676302285,0.028650886366675597,0.10078885104209244,0.01801202313296359,0.056343687619983034,0.08853121797304357,0.01772485920657326,0.016418232435043468,0.011785294714724009
2022-02-07,0.019688740269641753,0.012732675182751924,4.625275440325215e-07,0.005491813532462289,0.0030049323696902,0.3525147299652579,0.0010046180808413196,0.1863953400558961,0.03899220986976214,0.04140586975182443,0.029066794551231262,0.10080937956798218,0.01796726899832956,0.056596774247631404,0.08837620727524244,0.017698663525577127,0.01648752246928876,0.011765997759045268
2022-02-08,0.019785833325559124,0.012783862027977964,4.642217945767446e-07,0.005539926905912668,0.00297624422738773,0.35202264842937164,0.0010068656412615831,0.18590649087608663,0.039290410490544866,0.04144931695776389,0.029203461951534698,0.10132363687309984,0.01807177921763281,0.05678604810059323,0.08774391421410314,0.01770144368275613,0.016598923241574682,0.011808729615044842
2022-02-09,0.019887987505287662,0.012785601087623562,4.641330630886014e-07,0.005563872576666669,0.0029374948481039223,0.35198320376425896,0.0010118395819531305,0.1857755947949046,0.03952673720022603,0.04168257130792453,0.029383753868568067,0.10148053739231386,0.017926413545425648,0.05645351188409114,0.08744067499873745,0.01772598644498885,0.016651793723525543,0.011781961342337315
2022-02-10,0.019961286440823806,0.01284358420999358,4.6612509831173784e-07,0.005610834904741121,0.0029260859621590275,0.35099443568246486,0.0010232732304547353,0.18476816490093606,0.03960576644626814,0.041703540216737375,0.029421124853799056,0.1024670527215756,0.01824353686641503,0.05644558568445659,0.08756618136876916,0.01774294684288995,0.016736831460455803,0.011939302081961752
2022-02-11,0.019870043012362937,0.012882766672513169,4.674585898347547e-07,0.005647933421245328,0.0029358136218129677,0.34929369390081527,0.001036359352312383,0.18419608772676174,0.03973409192801361,0.04209372214066009,0.02980096605709873,0.10343455921070098,0.018313301677056294,0.05622995666843734,0.08772873030344167,0.017848765951517836,0.016776604474269267,0.012176136422390469
2022-02-14,0.019932392505138084,0.012947261904849437,4.683348469656806e-07,0.00567464119834855,0.0029693113710853015,0.3472611337905284,0.0010497505781577655,0.18344276338362853,0.040539265969508596,0.042422492443187416,0.030135438436523426,0.10451800107436096,0.018276052008565358,0.05628463818582921,0.08719972640166826,0.018081069541342296,0.01679787000054103,0.012467722871890366
2022-02-15,0.01988610563723425,0.012927691168207174,4.673742238237181e-07,0.00566846856531351,0.0029835017220493534,0.34756285256190544,0.0010607479785562457,0.18355557379040383,0.04078036917177909,0.042786625109541974,0.03027589345070577,0.10277494426777327,0.01826601907298964,0.05610457577085032,0.08785291118598686,0.01816470672582942,0.016812213906696447,0.01253633253995374
2022-02-16,0.02006902859553995,0.012999837557120534,4.6992442120329094e-07,0.005699929650778465,0.0030230397501176784,0.3471994085538104,0.0010807828037171375,0.18318921336765046,0.04075935093891937,0.042596512585129746,0.030201309355875665,0.10315339858475632,0.01826275068988348,0.05609724985364056,0.08775745635802991,0.018355423237443682,0.016976861514674094,0.012577976678491289
2022-02-17,0.020078433761957358,0.013035123265412382,4.7106284682505243e-07,0.005706290124604355,0.0030506593499465226,0.34803777941022784,0.0010974045550201865,0.1834597004998009,0.04055216675149612,0.04244990129668298,0.030300829175664828,0.10251520296660954,0.01811300382930178,0.05584118229486901,0.08741497600547855,0.018580924439524856,0.017055681256351842,0.012710269954204026
2022-02-18,0.020171758078676723,0.013215022725067182,4.773878876877874e-07,0.005783014926962748,0.003101998381300139,0.3452019418099776,0.0011265949323905654,0.18186818109215264,0.04110134752074525,0.04270082211239455,0.030097016369313015,0.10429012449396742,0.018498255239944878,0.056621152394219235,0.08714780119424514,0.018814946843907363,0.017334933534193058,0.01292461096265484
2022-02-22,0.020100126130547437,0.013175962475470093,4.758122391963296e-07,0.005781952478669366,0.003104782482411938,0.3438891894534756,0.001137030908396001,0.18196353212168703,0.04124355183078721,0.04299376409752872,0.030250436475992435,0.10436545355082638,0.018681534547939176,0.05701614577839494,0.08698251203619117,0.018992422043510735,0.017268963830564716,0.013052163945367887
2022-02-23,0.020076381532460535,0.013177819262029374,4.7572936435542234e-07,0.005803192686600454,0.0031194593553011836,0.34245822240818086,0.001151074314280013,0.18101391142175047,0.041666912924508616,0.04289069857234532,0.030130166486183,0.10573500827094207,0.01877000704023273,0.05716190886569212,0.08708774937222079,0.01934473367995313,0.017241480621254288,0.013170797456700703
2022-02-24,0.019955466600989687,0.013135784247696309,4.740489854377238e-07,0.005808548535220474,0.003123380124094627,0.3418039735512948,0.0011601407724902665,0.18030394704834427,0.04165113278082598,0.042643474542473525,0.029947454329198576,0.10662658177829083,0.0190082876092468,0.05792031139130661,0.0868185928474474,0.019675799217280566,0.01722702983370152,0.013189620741112336
2022-02-25,0.02020038710623692,0.013141642656518437,4.741175082732546e-07,0.005836296142738588,0.0031390934135259465,0.34072281491548356,0.001167992630307962,0.17923793676320218,0.04222885044047617,0.04250954370801515,0.029930395095579668,0.1074768404316585,0.018989087117489714,0.058609758619684794,0.0864934942830336,0.01988489958391423,0.01730821067803851,0.013122282296587757
2022-02-28,0.0206218721105762,0.01312200150687434,4.732553125207685e-07,0.0058558341154084205,0.003148593117147617,0.3409319856151062,0.0011753223642245794,0.1788306662451016,0.04252219827928177,0.04211603101173262,0.029593150799305648,0.10724314830368557,0.019110250507160965,0.05917570102594724,0.08593745400043025,0.020121795807916953,0.017355151806197767,0.013138370128589559
2022-03-01,0.02048883076175348,0.013111729276287214,4.727379464533966e-07,0.005881702890351227,0.003159959700082077,0.3404842046741873,0.001183568320941773,0.17808345803358666,0.042618310190351,0.04180025594078255,0.02959053866247902,0.10758970796765016,0.019280077018272862,0.05968552220240886,0.08597732443419163,0.02047275441764138,0.017378155007813614,0.013213427763272593
2022-03-02,0.02041893528067809,0.013147307691272403,4.738617097489611e-07,0.005926093394303277,0.0031797353968214025,0.3391312116290739,0.001198773242640081,0.1768143848763545,0.04294905294687468,0.041758874937431814,0.029697731775587467,0.10867429335368108,0.019295025135711685,0.06045870780108081,0.08588563370967489,0.02074790955040543,0.01750318719985713,0.01321266821684161
2022-03-03,0.020075500977790334,0.013162956375094046,4.7426986414706457e-07,0.005963175622276214,0.003190667108899745,0.3397112522224478,0.0012116077105526328,0.17665807028306757,0.04291187674377063,0.04177195636393485,0.029737281275849823,0.10801402980431103,0.01929339954155887,0.06078159628916597,0.08572925202821656,0.021003289832887902,0.01762374779677148,0.013159865753540402
2022-03-04,0.020322423397078706,0.013157322451032957,4.7390701834080034e-07,0.005993202323568532,0.00319366111089022,0.3399062638859535,0.0012214910195677685,0.17654916136589244,0.042702098574143636,0.04173403335058006,0.029701099266412036,0.10759338410356548,0.019248716739748345,0.061199020294622514,0.08539613735475236,0.021247260606060567,0.01769466932012277,0.013139580928989737
2022-03-07,0.020344223280937122,0.013131656015806334,4.72817588484236e-07,0.006015177645834879,0.003187334139242215,0.339936887364114,0.0012299989154756009,0.17649398350706938,0.042615879502766844,0.04188216142066403,0.029852669991846617,0.10687602078830782,0.01915110732071498,0.061857065629085196,0.08492522009645354,0.021574260785279183,0.01774204560797992,0.013183835170833878
2022-03-08,0.01995403040229003,0.01301525693771689,4.6849810749917474e-07,0.005994280559176548,0.0031530320514040226,0.3394041928577876,0.0012305260390656962,0.17604567804036272,0.04248169694134413,0.04167732077213816,0.02959417442980787,0.1088715070137131,0.019171919650320238,0.06229654274403505,0.08451767943244902,0.021709575104534938,0.017681710893590934,0.013200407632155471
2022-03-09,0.02004435596355046,0.013001452904295328,4.6788790398473033e-07,0.006018754058935276,0.003136992141295928,0.3379014790603857,0.0012387809903967903,0.17525342420534684,0.04222765895714598,0.04216259663286785,0.030043098262410795,0.10902388787404178,0.019299395280114578,0.06327643493388152,0.08433647157069286,0.0219559222312788,0.017819798782871456,0.013259028262584186
2022-03-10,0.01997066037823675,0.012971408704829088,4.666834344985255e-07,0.006032221606165269,0.003112711250504942,0.3366285354444992,0.0012482673379120342,0.17484956933106544,0.04253131891171785,0.04233247709209848,0.030373162573252194,0.10895399043826928,0.019435161315015742,0.06414810850963804,0.08419407854787603,0.022078960056631597,0.017956773028192943,0.01318212879066075
